
PRODUCT DESCRIPTION	STORENAME	PRODUCT CODE / ITEM CODE	ORDERNO	DELIVERY DATE	QUANTITY	UNIT COST	LINE COST
CLOVER MILK 2% 50% LONGER	NONGOMA SPAR	6001299025389/2002538	0000000056881	15/09/2021	10	14.5	145
CL MILK F/C 50% LONGER	NONGOMA SPAR	6001299025402/2002540	0000000056881	15/09/2021	10	14.5	145
KRUSH 100% FRT JCE CRANB	NONGOMA SPAR	6001299010576/2003402	0000000056881	15/09/2021	12	26	312
CLOVER TROPIKA MANGO PEACH	NONGOMA SPAR	6001299043017/2004301	0000000056881	15/09/2021	6	23.8	142.8
CLOVER ORANGE NECTAR	NONGOMA SPAR	6001299007569/2004307	0000000056881	15/09/2021	6	21.7	130.2
KRUSH 100% APPLE	NONGOMA SPAR	6001299049620/2004962	0000000056881	15/09/2021	12	26	312
KRUSH 100% APPLE	NONGOMA SPAR	6001299049668/2004970	0000000056881	15/09/2021	1	120.9	120.9
CLOVER NOLAC U/P F/CRM	NONGOMA SPAR	6001299006746/2005140	0000000056881	15/09/2021	1	15.83	15.83
CLOVER MILK FRESH M/C S/F	NONGOMA SPAR	6001299019203/2006030	0000000056881	15/09/2021	3	67.92	203.76
CLOVER MILK FRESH M/C S/F	NONGOMA SPAR	6001299019227/2006031	0000000056881	15/09/2021	4	112.62	450.48
CLOVER MILK M/C ULT/PAS	NONGOMA SPAR	6001299019296/2006038	0000000056881	15/09/2021	6	29	174
CLOVER CREAM SOUR MED FAT	NONGOMA SPAR	6001299019821/2007020	0000000056881	15/09/2021	1	203.41	203.41
CLOVER CLAS MAYO MILD	NONGOMA SPAR	6001299017964/2007056	0000000056881	15/09/2021	1	253.2	227.88
CLOVER TROPIKA ORANGE JUG	NONGOMA SPAR	6001299008061/2051505	0000000056881	15/09/2021	6	23.8	142.8
CLOVER TROPIKA P/APLE JUG	NONGOMA SPAR	6001299008122/2051506	0000000056881	15/09/2021	6	23.8	142.8
CLOVER TROPIKA PEACH JUG	NONGOMA SPAR	6001299008504/2051507	0000000056881	15/09/2021	6	23.8	142.8
CLOVER TROPIKA TROPICAL	NONGOMA SPAR	6001299012471/2051514	0000000056881	15/09/2021	6	23.8	142.8
KRUSH 6 FRUITS/6 VITAMINS	NONGOMA SPAR	6001299600388/2060038	0000000056881	15/09/2021	6	26	156
CL KRUSH 100% MANGO	NONGOMA SPAR	6001299010071/2101007	0000000056881	15/09/2021	6	26	156
QUALI JUICE 100% MIX BERR	NONGOMA SPAR	6006040003609/2401824	0000000056881	15/09/2021	1	76.2	76.2
QUALI JUICE APPLE	NONGOMA SPAR	6006040000066/2402262	0000000056881	15/09/2021	1	76.2	76.2
QUALI NECTAR GRANADILLA	NONGOMA SPAR	6001299028342/2402834	0000000056881	15/09/2021	1	93.84	93.84
QUALI NECTAR BERRY	NONGOMA SPAR	6001299028366/2402836	0000000056881	15/09/2021	1	93.84	93.84
QUALI NECTAR APPLEBERRY	NONGOMA SPAR	6001299028403/2402840	0000000056881	15/09/2021	1	93.84	93.84
QUALI NECTAR BERRY	NONGOMA SPAR	6001299028458/2402845	0000000056881	15/09/2021	6	16.73	100.38
QUALI NECTAR APPLEBERRY	NONGOMA SPAR	6001299028472/2402847	0000000056881	15/09/2021	2	16.73	33.46
QUALI JUICE 100% APPLE	NONGOMA SPAR	6001299028533/2402853	0000000056881	15/09/2021	1	111.13	111.13
QUALI JUICE 100% GUAVA	NONGOMA SPAR	6001299028571/2402857	0000000056881	15/09/2021	1	111.13	111.13
QUALI JUICE 100% MANGO	NONGOMA SPAR	6001299028588/2402858	0000000056881	15/09/2021	1	111.13	111.13
QUALI JUICE 100% M/BERRY	NONGOMA SPAR	6001299028595/2402859	0000000056881	15/09/2021	1	111.13	111.13
QUALI NECTAR GRANADILLA	NONGOMA SPAR	6001299028441/2402867	0000000056881	15/09/2021	6	16.73	100.38
QUALI JUICE 100% GUAVA	NONGOMA SPAR	6001299028700/2402870	0000000056881	15/09/2021	6	20.36	122.16
QUALI JUICE 100% MANGO	NONGOMA SPAR	6001299028717/2402871	0000000056881	15/09/2021	6	20.36	122.16
QUALI JUICE 100% MIX BERR	NONGOMA SPAR	6001299028724/2402872	0000000056881	15/09/2021	6	20.36	122.16
QUALI JUICE 100% APPLE	NONGOMA SPAR	6001299028748/2402874	0000000056881	15/09/2021	6	25.65	153.9
CLOVER YOG SMTH STRAWB	NONGOMA SPAR	6001299001765/2402973	0000000056881	15/09/2021	10	105.68	1056.8
CLOVER YOG SMTH ST/APR/MF	NONGOMA SPAR	6001299001871/2402975	0000000056881	15/09/2021	10	105.68	1056.8
CLOVER YOG L/F SM S/BERRY	NONGOMA SPAR	6001299001932/2402979	0000000056881	15/09/2021	1	141	141
CLOVER YOG L/F SM APRICOT	NONGOMA SPAR	6001299001949/2402980	0000000056881	15/09/2021	1	141	141
CLOVER YOG L/F SM M/FRUIT	NONGOMA SPAR	6001299001956/2402981	0000000056881	15/09/2021	1	141	141
CLOV YOG L F VANILLA	NONGOMA SPAR	6001299003325/2403223	0000000056881	15/09/2021	1	131.88	131.88
CLOV YOG L F VANILLA	NONGOMA SPAR	6001299033315/2403321	0000000056881	15/09/2021	1	81.42	81.42
CLOVER YOG BLISS B/FOREST	NONGOMA SPAR	6001299033223/2403336	0000000056881	15/09/2021	1	97.8	97.8
CLOVER YOG BLISS C/CHIP	NONGOMA SPAR	6001299033230/2403337	0000000056881	15/09/2021	1	97.8	97.8
CLOVER YOG BLISS STRAW CR	NONGOMA SPAR	6001299033261/2403340	0000000056881	15/09/2021	1	97.8	97.8
CLOVER BLISS YOG DC L/MER	NONGOMA SPAR	6001299033346/2403344	0000000056881	15/09/2021	1	97.8	97.8
CLOVER YOG BLISS B/FOREST	NONGOMA SPAR	6001299033469/2403356	0000000056881	15/09/2021	4	104.31	417.24
CLOVER YOG BLISS C/CHIP	NONGOMA SPAR	6001299033476/2403357	0000000056881	15/09/2021	4	104.31	417.24
CLOVER YOG BLISS STRAW CR	NONGOMA SPAR	6001299033506/2403360	0000000056881	15/09/2021	4	104.31	417.24
CLOVER BLISS YOG DC L/MER	NONGOMA SPAR	6001299033544/2403364	0000000056881	15/09/2021	2	104.31	208.62
CLOVER YOG BLISS HAZELNUT	NONGOMA SPAR	6001299033551/2403365	0000000056881	15/09/2021	2	104.31	208.62
CLOVER YOG BLISS B/FOREST	NONGOMA SPAR	6001299033667/2403376	0000000056881	15/09/2021	4	166.26	665.04
CLOVER YOG BLISS C/CHIP	NONGOMA SPAR	6001299033674/2403377	0000000056881	15/09/2021	4	166.26	665.04
CLOVER YOG BLISS STRAW CM	NONGOMA SPAR	6001299033704/2403380	0000000056881	15/09/2021	4	166.26	665.04
CLOVER BLISS YOG DC L/MER	NONGOMA SPAR	6001299033742/2403384	0000000056881	15/09/2021	3	166.26	498.78
CLOVER YOG BLISS HAZELNUT	NONGOMA SPAR	6001299033759/2403385	0000000056881	15/09/2021	4	166.26	665.04
CLASSIC YOG VAN CREMES	NONGOMA SPAR	6001299034435/2403396	0000000056881	15/09/2021	10	105.68	1056.8
CLOVER SIP UP STRAWBERRY	NONGOMA SPAR	6001299033322/2403601	0000000056881	15/09/2021	1	67.8	67.8
CLOVER SIP UP CHOC/CHIP	NONGOMA SPAR	6001299033872/2403602	0000000056881	15/09/2021	1	67.8	67.8
CLOVER SIP UP APRICOT	NONGOMA SPAR	6001299033902/2403603	0000000056881	15/09/2021	1	67.8	67.8
SNACK PACK YOG SB/MF/BANA	NONGOMA SPAR	6001299009228/2403721	0000000056881	15/09/2021	10	76.4	764
SNACK PACK YOG STRAWB	NONGOMA SPAR	6001299009259/2403722	0000000056881	15/09/2021	10	76.4	764
CLOVER YOG CLS BER COLLEC	NONGOMA SPAR	6001299240232/2404310	0000000056881	15/09/2021	10	105.68	1056.8
QUALI JUICE 100% APPLE	NONGOMA SPAR	6001299028670/240867	0000000056881	15/09/2021	6	20.36	122.16
NO1 MAGEU SMTH BAN CUST	NONGOMA SPAR	6001260342002/42302	0000000056881	15/09/2021	3	94.82	284.46
NO1 MAGEU SMTH CRMY VAN	NONGOMA SPAR	6001260341975/42303	0000000056881	15/09/2021	3	94.82	284.46
NO1 MAGEU SMTH STRAW CRM	NONGOMA SPAR	6001260341982/42304	0000000056881	15/09/2021	3	94.82	284.46
NO1 MAGEU SMTH BAN CUST	NONGOMA SPAR	6001260342033/42306	0000000056881	15/09/2021	3	55.02	165.06
NO1 MAGEU SMTH CRMY VAN	NONGOMA SPAR	6001260342019/42307	0000000056881	15/09/2021	3	55.02	165.06
NO1 MAGEU SMTH STRAW CRM	NONGOMA SPAR	6001260342026/42308	0000000056881	15/09/2021	3	55.02	165.06
CLOVER 2% LF MLK SQ JUG	NONGOMA SPAR	6001299000621/6000062	0000000056881	15/09/2021	6	27.4	164.4
MAGEU NO 1 MORINGA ORIGIN	NONGOMA SPAR	6001260340794/600751	0000000056881	15/09/2021	2	121.67	243.34
MAGEU NO 1 MORINGA ORIGIN	NONGOMA SPAR	6001260340787/600752	0000000056881	15/09/2021	1	82.74	82.74
CLOVER MAGEU NO 1 BANANA	NONGOMA SPAR	6001260000315/601138	0000000056881	15/09/2021	9	17.83	160.47
CLOVER MAGEU NO 1 CRM	NONGOMA SPAR	6001260000308/601139	0000000056881	15/09/2021	9	17.83	160.47
MNANDI AMAHEWU PINEAPPLE	NONGOMA SPAR	6001260000407/601676	0000000056881	15/09/2021	9	16.83	151.47
MAGEU NO 1 S BER CRM	NONGOMA SPAR	6001260000421/602184	0000000056881	15/09/2021	4	143.6	574.4
MAGEU NO 1 BAN CUST	NONGOMA SPAR	6001260000414/602186	0000000056881	15/09/2021	4	143.6	574.4
MAGEU NO 1 CREAMY VAN	NONGOMA SPAR	6001260000445/602821	0000000056881	15/09/2021	2	143.6	287.2
CLOVER MAGEU BANANA CTN	NONGOMA SPAR	6001260100046/605039	0000000056881	15/09/2021	1	75.93	75.93
CLOVER MAGEU NO.1 BANANA	NONGOMA SPAR	6001260000049/605044	0000000056881	15/09/2021	2	109.56	219.12
CLOVER MAGEU NO.1 CREAM	NONGOMA SPAR	6001260000032/605045	0000000056881	15/09/2021	2	109.56	219.12
CLOVER MNANDI CREAMY	NONGOMA SPAR	6001260100220/605056	0000000056881	15/09/2021	2	64.22	128.44
CLOVER MNANDI CREAMY	NONGOMA SPAR	6001260000230/605060	0000000056881	15/09/2021	4	94.17	376.68
CLOVER MNANDI BANANA	NONGOMA SPAR	6001260000209/605061	0000000056881	15/09/2021	4	94.17	376.68
CLOVER MNANDI PINEAPPLE	NONGOMA SPAR	6001260000216/605062	0000000056881	15/09/2021	4	94.17	376.68
CLOVER MNANDI BABANA	NONGOMA SPAR	6001260100190/612012	0000000056881	15/09/2021	1	64.22	64.22

