DCEanCode,Supplier Primary EAN,Supplier Despatch Point,Vendor Code,DocDate,DocumentType,SupplierDocumentNo,StoreCode,StoreName,StoreEanCode,DocumentAmountExcl,DocumentAmountIncl,DiscountAmountExcl,DiscountAmountIncl,VatAmountPayable,NetAmountIncl,PaymentNumber
6001008000034,6001299000010, ,001518,04/07/2016,INV,62361845,21972,PARK STATION KWIKSPAR CORP A/C,6001008410765,9685.88,10775.66,494.95,561.58,1023.15,10214.08,294081
6001008000034,6001299000010, ,001518,22/07/2016,CR,62458452,21126,PALM SANDS SPAR,6001008401763,-299.22,-341.11,-15.29,-17.43,-39.75,-323.68,294081
6001008000034,6001299000010, ,001518,29/07/2016,CR,62739253,22065,STRUBENSVALLEY SPAR (BR),6001008411519,-2869.32,-3135.13,-146.62,-165.79,-246.64,-2969.34,294081
6001008000034,6001299000010, ,001518,28/07/2016,CR,62715133,10487,RANDGATE SPAR,6001008400414,-37.50,-42.75,-1.92,-2.19,-4.98,-40.56,294081
6001008000034,6001299000010, ,001518,30/06/2016,CR,62304801CL,21312,BULTFONTEIN SPAR (FS),6001008404252,-22.08,-25.17,-1.13,-1.29,-2.93,-23.88,294081
6001008000034,6001299000010, ,001518,01/07/2016,CR,62200798,21679,WONDER PARK SPAR,6001008407826,-422.44,-471.71,-21.58,-24.50,-46.35,-447.21,294081
6001008000034,6001299000010, ,001518,21/07/2016,CR,62610743,21752,VOLKSRUST SUPERSPAR,6001008408717,-130.50,-148.77,-6.67,-7.60,-17.34,-141.17,294081
6001008000034,6001299000010, ,001518,18/07/2016,CR,62598932,21530,KURUMAN SUPERSPAR (FS),6001008406515,-501.84,-572.10,-25.65,-29.24,-66.67,-542.86,294081
6001008000034,6001299000010, ,001518,05/07/2016,CR,62367576,21830,POSTMASBURG SUPERSPAR (FS),6001008409509,-1169.53,-1333.26,-59.77,-68.14,-155.36,-1265.12,294081
6001008000034,6001299000010, ,001518,08/07/2016,CR,62199845,22023,EMALAHLENI SPAR,6001008411304,-760.33,-778.44,-38.85,-43.41,-13.55,-735.03,294081
6001008000034,6001299000010, ,001518,28/07/2016,CR,62572516,10269,MARKET SUPERSPAR KENILWORTH,6001008400193,-647.04,-713.31,-33.06,-37.44,-61.89,-675.87,294081
6001008000034,6001299000010, ,001518,01/07/2016,INV,62329134,21752,VOLKSRUST SUPERSPAR,6001008408717,1048.00,1048.00,53.55,59.58,-6.03,988.42,294081
6001008000034,6001299000010, ,001518,01/07/2016,CR,62063317,10151,THE FALLS SUPERSPAR,6001008400094,-92.00,-92.00,-4.70,-5.23,0.53,-86.77,294081
6001008000034,6001299000010, ,001518,19/07/2016,CR,62435061,21092,PRELLER PLEIN KWIKSPAR (FS),6001008401435,-1390.33,-1567.11,-71.05,-80.82,-167.01,-1486.29,294081
6001008000034,6001299000010, ,001518,06/07/2016,INV,62395855,25157,FAMILY SAVE SPAR,6001008403286,4221.56,4485.79,215.72,242.65,237.30,4243.14,294081
6001008000034,6001299000010, ,001518,01/07/2016,INV,62328980,21895,HIGHLAND SUPERSPAR,6001008410086,6231.28,6741.36,318.42,359.38,469.12,6381.98,294081
6001008000034,6001299000010, ,001518,15/07/2016,CR,62570098,21103,THE MARKET SUPERSPAR FLORIDA,6001008401534,-1656.18,-1722.01,-84.64,-94.83,-55.64,-1627.18,294081
6001008000034,6001299000010, ,001518,11/07/2016,CR,62472285,21698,SUNNINGHILL SUPERSPAR,6001008408021,-137.50,-156.75,-7.03,-8.01,-18.27,-148.74,294081
6001008000034,6001299000010, ,001518,05/07/2016,INV,62386118,21855,GLEN CURVE KWIKSPAR,6001008409714,5805.42,6061.24,296.65,332.61,219.86,5728.63,294081
6001008000034,6001299000010, ,001518,26/07/2016,CR,62601840,21590,MCLEANS SPAR,6001008407147,-237.78,-267.50,-12.15,-13.82,-28.05,-253.68,294081
6001008000034,6001299000010, ,001518,06/07/2016,INV,62408760,22073,SAFARI SUPERSPAR,6001008411663,3073.40,3330.21,157.05,177.30,236.56,3152.91,294081
6001008000034,6001299000010, ,001518,04/07/2016,INV,62355008,21236,HARRISMITH SPAR(FS),6001008403354,5667.40,6213.76,289.60,327.67,508.29,5886.09,294081
